Crawl_Date,Actual_Time,Flight_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Tail_Number,Aircraft_Type,Category
2025-12-23,20:53,01:39,Shenzhen,SZX,China Southern Airlines,CZ8083,2,11L,Landed,B-1653,A320,passenger
2025-12-23,20:51,04:19,Seoul,ICN,Vietnam Airlines,VN415,2,N/A,Landed,VN-A893,A359,passenger
2025-12-23,20:49,01:30,Bangkok,BKK,VietJet Air,VJ904,2,11L,Landed,VN-A677,A321,passenger
2025-12-23,20:46,01:44,Yangon,RGN,Myanmar Airways International,8M450,2,11L,Landed,XY-ALO,E190,passenger
2025-12-23,20:41,01:35,Siem Reap,SAI,VietJet Air,VJ914,2,11L,Landed,VN-A633,A321,passenger
2025-12-23,20:38,01:10,Da Nang,DAD,Vietnam Airlines,VN188,1,11L,Landed,VN-A508,A21N,passenger
2025-12-23,20:35,01:56,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ868,1,11L,Landed,VN-A280,A321,passenger
2025-12-23,20:32,01:48,Ho Chi Minh City,SGN,DHL Air,3S621,0,11L,Landed,D-AALS,B77L,cargo
2025-12-23,20:29,01:22,Pleiku,PXU,VietJet Air,VJ424,1,11L,Landed,VN-A525,A21N,passenger
2025-12-23,20:26,01:33,Bangkok,DMK,AirAsia,FD644,2,11L,Landed,HS-EAC,A21N,passenger
2025-12-23,20:24,01:07,Da Nang,DAD,Vietravel Airlines,VU658,1,11L,Landed,VN-A129,A321,passenger
2025-12-23,20:21,01:06,Da Nang,DAD,Vietnam Airlines,VN180,1,N/A,Landed,VN-A619,A21N,passenger
2025-12-23,20:18,01:54,Phu Quoc,PQC,VietJet Air,VJ1440,1,11L,Landed,VN-A697,A21N,passenger
2025-12-23,20:14,05:07,Tokyo,HND,Vietnam Airlines,VN385,2,N/A,Landed,VN-A868,B789,passenger
2025-12-23,20:13,05:29,Tokyo,NRT,VietJet Air,VJ935,2,11L,Landed,VN-A543,A21N,passenger
2025-12-23,20:10,01:45,Ho Chi Minh City,SGN,VietJet Air,VJ172,1,11L,Landed,VN-A812,A333,passenger
2025-12-23,20:06,01:43,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,11L,Landed,VN-A865,B789,passenger
2025-12-23,20:03,01:04,Da Nang,DAD,Vietnam Airlines,VN7196,1,11L,Landed,VN-A329,A321,passenger
2025-12-23,20:01,01:05,Da Nang,DAD,VietJet Air,VJ516,1,11L,Landed,VN-A655,A320,passenger
2025-12-23,19:57,01:03,Hue,HUI,Vietnam Airlines,VN1544,1,11L,Landed,VN-A602,A321,passenger
2025-12-23,19:54,01:37,Bangkok,BKK,China Airlines,CI6654,0,11L,Landed,B-18722,B744,cargo
2025-12-23,19:51,01:08,Da Nang,DAD,Bamboo Airways,QH148,1,11L,Landed,VN-A585,A321,passenger
2025-12-23,19:49,02:41,Taichung,RMQ,VietJet Air,VJ949,2,11L,Landed,VN-A535,A321,passenger
2025-12-23,19:46,06:22,Bahrain,BAH,DHL Air,QY574,0,11L,Landed,D-ACVG,A333,cargo
2025-12-23,19:43,01:52,Ho Chi Minh City,SGN,Vietravel Airlines,VU780,1,11L,Landed,VN-A289,A321,passenger
2025-12-23,19:41,01:53,Ho Chi Minh City,SGN,Bamboo Airways,QH262,1,11L,Landed,VN-A596,A20N,passenger
2025-12-23,19:37,01:29,Bangkok,BKK,Thai Airways,TG564,2,11L,Landed,HS-TXE,A320,passenger
2025-12-23,19:35,01:48,Hong Kong,HKG,Hong Kong Air Cargo,RH317,0,11L,Landed,B-LNX,A332,cargo
2025-12-23,19:31,05:58,Doha,DOH,Qatar Airways,QR984,2,11L,Landed,A7-BCT,B788,passenger
2025-12-23,19:29,01:30,Siem Reap,SAI,Vietnam Airlines,VN836,2,11L,Landed,VN-A616,A21N,passenger
2025-12-23,19:26,00:49,Vinh,VII,Vietnam Airlines,VN1718,1,11L,Landed,VN-A514,A20N,passenger
2025-12-23,19:23,01:44,Chongqing,CKG,West Air,PN6423,2,11L,Landed,B-8846,A320,passenger
2025-12-23,19:19,04:56,Osaka,KIX,VietJet Air,VJ931,2,11L,Landed,VN-A578,A21N,passenger
2025-12-23,19:15,01:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,11R,Landed,VN-A870,B789,passenger
2025-12-23,19:09,01:43,Changsha,CSX,China Southern Airlines,CZ8359,2,11L,Landed,B-322V,A20N,passenger
2025-12-23,19:06,01:48,Ho Chi Minh City,SGN,N/A,VJ152,1,11L,Landed,,N/A,unknown
2025-12-23,19:02,01:32,Nha Trang,CXR,VietJet Air,VJ784,1,11L,Landed,VN-A645,A321,passenger
2025-12-23,18:57,01:46,Hong Kong,HKG,Hong Kong Airlines,HX528,2,11L,Landed,B-LPV,A320,passenger
2025-12-23,18:52,01:30,Phnom Penh,KTI,Air Cambodia,K6850,2,11L,Landed,XU-353,A320,passenger
2025-12-23,18:48,00:59,Da Nang,DAD,Vietnam Airlines,VN174,1,11L,Landed,VN-A353,A321,passenger
2025-12-23,18:43,03:25,Beijing,PEK,Vietnam Airlines,VN513,2,29R,Landed,VN-A396,A321,passenger
2025-12-23,18:39,01:01,Da Nang,DAD,VietJet Air,VJ512,1,11L,Landed,VN-A639,A321,passenger
2025-12-23,18:35,01:38,Nha Trang,CXR,Vietnam Airlines,VN1558,1,11L,Landed,VN-A606,A321,passenger
2025-12-23,18:33,01:39,Shenzhen,SZX,Shenzhen Airlines,ZH105,2,11L,Landed,B-1477,B738,passenger
2025-12-23,18:31,01:27,Buon Ma Thuot,BMV,VietJet Air,VJ1492,1,11L,Landed,VN-A548,A21N,passenger
2025-12-23,18:27,01:43,Hong Kong,HKG,Cathay Pacific,CX743,2,11L,Landed,B-HNF,B773,passenger
2025-12-23,18:24,01:27,Bangkok,BKK,VietJet Air,VJ902,2,11L,Landed,VN-A642,A321,passenger
2025-12-23,18:21,01:41,Guangzhou,CAN,China Southern Airlines,CZ8177,2,29R,Landed,B-9929,A320,passenger
2025-12-23,18:17,02:53,Shanghai,PVG,Vietnam Airlines,VN533,2,11L,Landed,VN-A390,A321,passenger
2025-12-23,18:10,00:57,Luang Prabang,LPQ,Lao Airlines,QV313,2,11L,Landed,RDPL-34228,AT76,passenger
2025-12-23,18:06,01:48,Ho Chi Minh City,SGN,VietJet Air,VJ192,1,11L,Landed,VN-A675,A320,passenger
2025-12-23,18:03,01:26,Bangkok,BKK,Vietnam Airlines,VN614,2,11L,Landed,VN-A512,A21N,passenger
2025-12-23,17:58,03:54,Jakarta,CGK,VietJet Air,VJ928,2,11L,Landed,VN-A689,A320,passenger
2025-12-23,17:54,01:43,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1216,1,29R,Landed,VN-A281,A21N,passenger
2025-12-23,17:50,02:29,Kaohsiung,KHH,VietJet Air,VJ947,2,11L,Landed,VN-A641,A321,passenger
2025-12-23,17:47,05:30,Abu Dhabi,AUH,Etihad Airways,EY430,2,11L,Landed,A6-BLJ,B789,passenger
2025-12-23,17:44,02:51,Singapore,SIN,VietJet Air,VJ916,2,11L,Landed,VN-A538,A21N,passenger
2025-12-23,17:42,01:46,Phu Quoc,PQC,N/A,VN6400,1,11L,Landed,VN-A363,A321,passenger
2025-12-23,17:37,03:10,Singapore,SIN,Singapore Airlines,SQ194,2,11L,Landed,9V-MBI,B38M,passenger
2025-12-23,17:34,01:39,Nha Trang,CXR,Vietnam Airlines,VN1552,1,11L,Landed,VN-A603,A321,passenger
2025-12-23,17:31,01:38,Guangzhou,CAN,Vietnam Airlines,VN507,2,11L,Landed,VN-A335,A321,passenger
2025-12-23,17:28,01:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,11L,Landed,VN-A878,B78X,passenger
2025-12-23,17:25,02:03,Can Tho,VCA,Vietnam Airlines,VN1202,1,11L,Landed,VN-A623,A21N,passenger
2025-12-23,17:22,01:53,Phu Quoc,PQC,VietJet Air,VJ446,1,11L,Landed,VN-A663,A320,passenger
2025-12-23,17:19,01:47,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ854,1,11L,Landed,VN-A279,A321,passenger
2025-12-23,17:17,03:15,Shanghai,PVG,China Eastern Airlines,MU6013,2,11L,Landed,B-32HY,A21N,passenger
2025-12-23,17:13,01:44,Ho Chi Minh City,SGN,VietJet Air,VJ130,1,N/A,Landed,VN-A811,A333,passenger
2025-12-23,17:10,00:36,Dien Bien Phu,DIN,Vietnam Airlines,VN1805,1,11L,Landed,VN-A614,A321,passenger
2025-12-23,17:08,01:46,Ho Chi Minh City,SGN,VietJet Air,VJ134,1,11L,Landed,VN-A547,A21N,passenger
2025-12-23,17:05,01:03,Da Nang,DAD,VietJet Air,VJ514,1,11L,Landed,VN-A649,A321,passenger
2025-12-23,17:00,00:42,Luang Prabang,LPQ,AirAsia,FD1038,2,11L,Landed,HS-CBE,A20N,passenger
2025-12-23,16:58,02:49,Taipei,TPE,EVA Air,BR385,2,11L,Landed,B-16212,A321,passenger
2025-12-23,16:53,01:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN214,1,N/A,Landed,VN-A873,B78X,passenger
2025-12-23,16:50,04:37,Denpasar,DPS,VietJet Air,VJ900,2,29R,Landed,VN-A550,A21N,passenger
2025-12-23,16:47,02:22,Kolkata,CCU,IndiGo,6E1631,2,11L,Landed,VT-IPK,A20N,passenger
2025-12-23,16:44,04:10,Busan,PUS,VietJet Air,VJ957,2,29R,Landed,VN-A662,A320,passenger
2025-12-23,16:41,01:13,Chiang Mai,CNX,AirAsia,FD870,2,11L,Landed,HS-BBY,A20N,passenger
2025-12-23,16:38,01:55,Ho Chi Minh City,SGN,VietJet Air,VJ198,1,N/A,Landed,VN-A648,A321,passenger
2025-12-23,16:35,01:03,Da Nang,DAD,Vietnam Airlines,VN166,1,11L,Landed,VN-A604,A321,passenger
2025-12-23,16:33,04:32,Hiroshima,HIJ,VietJet Air,VJ953,2,11L,Landed,VN-A676,A320,passenger
2025-12-23,16:30,03:09,Shanghai,PVG,Air China,CA755,2,N/A,Landed,B-6942,A321,passenger
2025-12-23,16:23,02:52,Taipei,TPE,China Airlines,CI793,2,11L,Landed,B-18660,B738,passenger
2025-12-23,16:20,01:32,Nha Trang,CXR,Vietnam Airlines,VN7568,1,11L,Landed,VN-A625,A21N,passenger
2025-12-23,16:16,01:33,Da Lat,DLI,Vietnam Airlines,VN1574,1,11L,Landed,VN-A515,A20N,passenger
2025-12-23,16:13,01:54,Can Tho,VCA,VietJet Air,VJ462,1,11L,Landed,VN-A655,A320,passenger
2025-12-23,16:09,02:03,Con Dao,VCS,VietJet Air,VJ108,1,11L,Landed,B-656E,AJ27,passenger
2025-12-23,16:06,01:45,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,11L,Landed,VN-A129,A321,passenger
2025-12-23,16:04,01:39,Da Lat,DLI,VietJet Air,VJ404,1,11L,Landed,VN-A525,A21N,passenger
2025-12-23,16:00,01:27,Tuy Hoa,TBB,Vietnam Airlines,VN1650,1,11L,Landed,VN-A514,A20N,passenger
2025-12-23,16:00,01:21,Qui Nhon,UIH,Vietnam Airlines,VN1622,1,29R,Landed,VN-A619,A21N,passenger
2025-12-23,15:54,01:00,Da Nang,DAD,Vietnam Airlines,VN170,1,11L,Landed,VN-A602,A321,passenger
2025-12-23,15:52,00:49,Vientiane,VTE,Lao Airlines,QV311,2,11L,Landed,RDPL-34199,A320,passenger
2025-12-23,15:47,00:42,N/A,,N/A,N/A,2,11L,Landed,VN-B469,C208,passenger
2025-12-23,15:44,01:40,Hong Kong,HKG,Vietnam Airlines,VN593,2,11L,Landed,VN-A605,A321,passenger
2025-12-23,15:36,01:36,Da Lat,DLI,VietJet Air,VJ408,1,11L,Landed,VN-A651,A321,passenger
2025-12-23,15:33,02:51,Singapore,SIN,Vietnam Airlines,VN660,2,11L,Landed,VN-A508,A21N,passenger
2025-12-23,15:29,01:38,Da Lat,DLI,Bamboo Airways,QH1422,1,11L,Landed,VN-A227,A321,passenger
2025-12-23,15:26,02:51,Kuala Lumpur,KUL,AirAsia,AK512,2,N/A,Landed,9M-AGO,A20N,passenger
2025-12-23,15:22,01:43,Ho Chi Minh City,SGN,Vietnam Airlines,VN248,1,11L,Landed,VN-A886,A359,passenger
2025-12-23,15:19,01:47,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ838,1,11L,Landed,VN-A284,A21N,passenger
2025-12-23,15:16,01:46,Ho Chi Minh City,SGN,Avion Express,VU778,1,N/A,Landed,9H-MLW,A320,passenger
2025-12-23,15:13,01:19,Mangshi,LUM,VistaJet,VJT993,2,11L,Landed,9H-VTD,GLEX,business jet
2025-12-23,15:08,01:47,Ho Chi Minh City,SGN,Bamboo Airways,QH242,1,29R,Landed,ER-00005,A320,passenger
2025-12-23,15:05,08:12,Istanbul,IST,Turkish Airlines,TK164,2,11L,Landed,TC-LGR,A359,passenger
2025-12-23,14:57,02:46,Kuala Lumpur,KUL,VietJet Air,VJ906,2,11L,Landed,VN-A633,A321,passenger
2025-12-23,14:51,01:54,Ho Chi Minh City,SGN,VietJet Air,VJ144,1,11L,Landed,VN-A668,A320,passenger
2025-12-23,14:47,01:30,Bangkok,BKK,Vietnam Airlines,VN610,2,11L,Landed,VN-A357,A321,passenger
2025-12-23,14:44,02:58,Taipei,TPE,VietJet Air,VJ941,2,N/A,Landed,VN-A697,A21N,passenger
2025-12-23,14:41,01:38,Shenzhen,SZX,China Southern Airlines,CZ8469,2,11L,Landed,B-6912,A321,passenger
2025-12-23,14:38,01:04,Da Nang,DAD,Vietnam Airlines,VN168,1,N/A,Landed,VN-A616,A21N,passenger
2025-12-23,14:35,01:41,Guangzhou,CAN,China Southern Airlines,CZ8315,2,11L,Landed,B-9952,A320,passenger
2025-12-23,14:31,02:25,Xiamen,XMN,Xiamen Air,MF869,2,11L,Landed,B-6490,B738,passenger
2025-12-23,14:29,01:06,Kunming,KMG,China Eastern Airlines,MU9605,2,11L,Landed,B-6249,B738,passenger
2025-12-23,14:26,01:46,Ho Chi Minh City,SGN,Vietnam Airlines,VN244,1,11L,Landed,VN-A861,B789,passenger
2025-12-23,14:23,01:49,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1208,1,11L,Landed,VN-A280,A321,passenger
2025-12-23,14:20,01:05,Da Nang,DAD,VietJet Air,VJ508,1,11L,Landed,VN-A639,A321,passenger
2025-12-23,14:16,02:50,Wuhu,WHA,N/A,JG2723,0,11L,Landed,B-226T,B738,cargo
2025-12-23,14:11,00:52,N/A,,Hai Au Aviation,N/A,2,11L,Landed,VN-B466,C208,passenger
2025-12-23,14:03,02:00,Con Dao,VCS,VietJet Air,VJ106,1,11L,Landed,B-652G,AJ27,passenger
2025-12-23,13:59,03:46,Delhi,DEL,IndiGo,6E1633,2,11L,Landed,VT-IIK,A20N,passenger
2025-12-23,13:56,03:24,Shanghai,PVG,China Eastern Airlines,MU6011,2,11L,Landed,B-8652,A321,passenger
2025-12-23,13:48,01:03,Hue,HUI,VietJet Air,VJ566,1,11L,Landed,VN-A544,A321,passenger
2025-12-23,13:45,01:36,Shenzhen,SZX,Shenzhen Airlines,ZH103,2,11L,Landed,B-6750,A320,passenger
2025-12-23,13:42,01:51,Ho Chi Minh City,SGN,Bamboo Airways,QH240,1,N/A,Landed,VN-A596,A20N,passenger
2025-12-23,13:39,04:27,Seoul,ICN,VietJet Air,VJ961,2,N/A,Landed,VN-A677,A321,passenger
2025-12-23,13:36,05:31,Tokyo,NRT,VietJet Air,VJ933,2,29R,Landed,VN-A815,A333,passenger
2025-12-23,13:32,02:40,Kaohsiung,KHH,Vietnam Airlines,VN583,2,11L,Landed,VN-A336,A321,passenger
2025-12-23,13:27,05:02,Osaka,KIX,Vietnam Airlines,VN335,2,11L,Landed,VN-A614,A321,passenger
2025-12-23,13:24,05:38,Tokyo,NRT,Vietnam Airlines,VN311,2,11L,Landed,VN-A864,B789,passenger
2025-12-23,13:22,05:17,Nagoya,NGO,Vietnam Airlines,VN349,2,11L,Landed,VN-A606,A321,passenger
2025-12-23,13:18,01:53,Ho Chi Minh City,SGN,Vietnam Airlines,VN246,1,11L,Landed,VN-A862,B789,passenger
2025-12-23,13:05,01:47,Phu Quoc,PQC,VietJet Air,VJ440,1,11L,Landed,VN-A671,A320,passenger
2025-12-23,13:02,04:11,Seoul,ICN,Vietnam Airlines,VN417,2,11L,Landed,VN-A872,B78X,passenger
2025-12-23,13:00,01:35,Nha Trang,CXR,VietJet Air,VJ780,1,11L,Landed,VN-A649,A321,passenger
2025-12-23,12:57,05:00,Nagoya,NGO,VietJet Air,VJ921,2,11L,Landed,VN-A528,A21N,passenger
2025-12-23,12:54,05:39,Dubai,DXB,Emirates,EK394,2,11L,Landed,A6-ENC,B77W,passenger
2025-12-23,12:50,04:03,Busan,PUS,Vietnam Airlines,VN429,2,11L,Landed,VN-A865,B789,passenger
2025-12-23,12:46,01:41,Nha Trang,CXR,VietJet Air,VJ770,1,11L,Landed,VN-A642,A321,passenger
2025-12-23,12:44,05:04,Osaka,KIX,VietJet Air,VJ939,2,11L,Landed,VN-A548,A21N,passenger
2025-12-23,12:40,03:10,Kuala Lumpur,KUL,Malaysia Airlines,MH752,2,11L,Landed,9M-MXB,B738,passenger
2025-12-23,12:38,02:10,Dhaka,DAC,Ethiopian Airlines,ET678,2,N/A,Landed,ET-ASG,B788,passenger
2025-12-23,12:35,01:51,Ho Chi Minh City,SGN,Bamboo Airways,QH224,1,11L,Landed,JU-1410,A320,passenger
2025-12-23,12:35,04:18,Fukuoka,FUK,Vietnam Airlines,VN357,2,11L,Landed,VN-A601,A321,passenger
2025-12-23,12:29,01:47,Ho Chi Minh City,SGN,VietJet Air,VJ128,1,11L,Landed,VN-A816,A333,passenger
2025-12-23,12:27,02:53,Manila,MNL,Philippine Airlines,PR593,2,11L,Landed,RP-C8786,A333,passenger
2025-12-23,12:23,02:49,Kuala Lumpur,KUL,Batik Air,OD571,2,11L,Landed,9M-LRK,B38M,passenger
2025-12-23,12:20,01:43,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1202,1,11L,Landed,VN-A281,A21N,passenger
2025-12-23,12:19,05:59,Doha,DOH,Qatar Airways,QR976,2,29R,Landed,A7-BHN,B789,passenger
2025-12-23,12:13,01:37,Guangzhou,CAN,Shenzhen Airlines,ZH121,2,11L,Landed,B-5402,B738,passenger
2025-12-23,12:10,01:47,Ho Chi Minh City,SGN,Vietnam Airlines,VN210,1,11L,Landed,VN-A603,A321,passenger
2025-12-23,12:08,03:28,Beijing,PEK,Air China,CA741,2,11L,Landed,B-326D,A21N,passenger
2025-12-23,12:02,01:50,Phu Quoc,PQC,Vietnam Airlines,VN1236,1,11L,Landed,VN-A335,A321,passenger
2025-12-23,11:59,01:47,Ho Chi Minh City,SGN,VietJet Air,VJ186,1,11L,Landed,VN-A666,A320,passenger
2025-12-23,11:55,04:11,Seoul,ICN,Asiana Airlines,OZ729,2,N/A,Landed,HL8522,A359,passenger
2025-12-23,11:50,04:13,Seoul,ICN,Air Zeta,KJ933,0,11L,Landed,HL7645,B744,cargo
2025-12-23,11:47,04:17,Fukuoka,FUK,VietJet Air,VJ959,2,11L,Landed,VN-A535,A321,passenger
2025-12-23,11:43,01:10,Da Nang,DAD,N/A,VN6080,1,11L,Landed,VN-A363,A321,passenger
2025-12-23,11:40,01:53,Ho Chi Minh City,SGN,VietJet Air,VJ132,1,11L,Landed,VN-A549,A21N,passenger
2025-12-23,11:37,01:34,Bangkok,DMK,AirAsia,FD640,2,11L,Landed,HS-BBG,A320,passenger
2025-12-23,11:34,00:57,Dong Hoi,VDH,Vietnam Airlines,VN1590,1,11L,Landed,VN-A329,A321,passenger
2025-12-23,11:31,01:57,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ822,1,11L,Landed,VN-A279,A321,passenger
2025-12-23,11:29,03:04,Singapore,SIN,Singapore Airlines,SQ192,2,11L,Landed,9V-SHL,A359,passenger
2025-12-23,11:25,02:51,Taipei,TPE,EVA Air,BR397,2,11L,Landed,B-16721,B77W,passenger
2025-12-23,11:23,01:39,Da Lat,DLI,Vietnam Airlines,VN1572,1,11L,Landed,VN-A514,A20N,passenger
2025-12-23,11:21,03:19,Shanghai,PVG,Air China,CA703,2,11L,Landed,B-6883,A321,passenger
2025-12-23,11:17,01:33,Buon Ma Thuot,BMV,Vietnam Airlines,VN1602,1,11L,Landed,VN-A512,A21N,passenger
2025-12-23,11:17,02:58,Taipei,TPE,STARLUX,JX715,2,11L,Landed,B-58202,A21N,passenger
2025-12-23,11:10,01:18,Pleiku,PXU,Vietnam Airlines,VN1614,1,11L,Landed,VN-A623,A21N,passenger
2025-12-23,11:08,01:46,Ho Chi Minh City,SGN,VietJet Air,VJ136,1,11L,Landed,VN-A552,A21N,passenger
2025-12-23,11:05,01:01,Da Nang,DAD,Vietnam Airlines,VN164,1,11L,Landed,VN-A619,A21N,passenger
2025-12-23,11:02,01:45,Phu Quoc,PQC,VietJet Air,VJ442,1,11L,Landed,VN-A525,A21N,passenger
2025-12-23,10:59,01:42,Ho Chi Minh City,SGN,VietJet Air,VJ184,1,11L,Landed,VN-A811,A333,passenger
2025-12-23,10:52,01:49,Can Tho,VCA,VietJet Air,VJ460,1,11L,Landed,VN-A655,A320,passenger
2025-12-23,10:40,01:17,Qui Nhon,UIH,VietJet Air,VJ430,1,N/A,Landed,VN-A651,A321,passenger
2025-12-23,10:36,01:02,Da Nang,DAD,Bamboo Airways,QH104,1,11L,Landed,VN-A597,A321,passenger
2025-12-23,10:34,04:08,Busan,PUS,VietJet Air,VJ981,2,11L,Landed,VN-A641,A321,passenger
2025-12-23,10:30,01:10,Chu Lai,VCL,Vietnam Airlines,VN1640,1,11L,Landed,VN-A325,A321,passenger
