Crawl_Date,Actual_Time,Flight_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Tail_Number,Aircraft_Type,Category
2025-12-29,20:32,00:33,Vinh,VII,Vietnam Airlines,VN1718,1,11L,Landed,VN-A512,A21N,passenger
2025-12-29,20:27,01:41,Phu Quoc,PQC,Vietnam Airlines,VN7236,1,11L,Landed,VN-A608,A321,passenger
2025-12-29,20:24,01:15,Pleiku,PXU,VietJet Air,VJ424,1,11L,Landed,VN-A649,A321,passenger
2025-12-29,20:21,00:59,Da Nang,DAD,VietJet Air,VJ516,1,11L,Landed,VN-A676,A320,passenger
2025-12-29,20:18,01:24,Bangkok,DMK,AirAsia,FD644,2,11L,Landed,HS-EAD,A21N,passenger
2025-12-29,20:15,01:37,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,N/A,Landed,VN-A878,B78X,passenger
2025-12-29,20:11,01:39,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ868,1,11L,Landed,VN-A280,A321,passenger
2025-12-29,20:01,00:59,Hue,HUI,Vietnam Airlines,VN1544,1,11L,Landed,VN-A604,A321,passenger
2025-12-29,19:55,02:37,Taichung,RMQ,VietJet Air,VJ949,2,11L,Landed,VN-A630,A321,passenger
2025-12-29,19:50,00:59,Da Nang,DAD,Vietnam Airlines,VN180,1,11L,Landed,VN-A508,A21N,passenger
2025-12-29,19:40,01:16,Siem Reap,SAI,Vietnam Airlines,VN836,2,11L,Landed,VN-A339,A321,passenger
2025-12-29,19:36,00:58,Da Nang,DAD,Bamboo Airways,QH148,1,11L,Landed,VN-A227,A321,passenger
2025-12-29,19:33,01:44,Chongqing,CKG,West Air,PN6423,2,11L,Landed,B-9981,A320,passenger
2025-12-29,19:24,01:39,Ho Chi Minh City,SGN,Vietravel Airlines,VU780,1,11L,Landed,VN-A289,A321,passenger
2025-12-29,19:19,05:10,Osaka,KIX,VietJet Air,VJ931,2,11L,Landed,VN-A538,A21N,passenger
2025-12-29,19:17,01:22,Bangkok,BKK,Thai Airways,TG564,2,11L,Landed,HS-TXH,A320,passenger
2025-12-29,19:12,03:56,Chennai,MAA,N/A,N/A,0,11L,Landed,VT-AFN,B738,cargo
2025-12-29,19:08,01:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,11L,Landed,VN-A888,A359,passenger
2025-12-29,19:06,02:44,Lanzhou,LHW,Spring Airlines,9C7219,2,11L,Landed,B-8370,A320,passenger
2025-12-29,18:59,01:34,Ho Chi Minh City,SGN,Vietnam Airlines,VN252,1,11L,Landed,VN-A874,B78X,passenger
2025-12-29,18:56,01:53,Hong Kong,HKG,Hong Kong Airlines,HX528,2,11L,Landed,B-LPN,A320,passenger
2025-12-29,18:53,09:53,Leipzig,LEJ,DHL Air,QY578,0,11L,Landed,D-AJFK,A333,cargo
2025-12-29,18:49,01:08,Da Nang,DAD,VietJet Air,VJ512,1,11L,Landed,VN-A635,A321,passenger
2025-12-29,18:46,01:34,Bangkok,BKK,Vietnam Airlines,VN614,2,11L,Landed,VN-A329,A321,passenger
2025-12-29,18:42,01:50,Guangzhou,CAN,China Southern Airlines,CZ8177,2,11L,Landed,B-8966,A321,passenger
2025-12-29,18:39,01:33,Buon Ma Thuot,BMV,VietJet Air,VJ1492,1,11L,Landed,VN-A535,A321,passenger
2025-12-29,18:36,01:10,Da Nang,DAD,Vietnam Airlines,VN174,1,11L,Landed,VN-A325,A321,passenger
2025-12-29,18:36,01:39,Nha Trang,CXR,Vietnam Airlines,VN1558,1,29R,Landed,VN-A623,A21N,passenger
2025-12-29,18:30,01:46,Hong Kong,HKG,Cathay Pacific,CX743,2,11L,Landed,B-HNI,B773,passenger
2025-12-29,18:27,01:04,Luang Prabang,LPQ,Lao Airlines,QV313,2,N/A,Landed,RDPL-34228,AT76,passenger
2025-12-29,18:24,01:43,Shenzhen,SZX,Shenzhen Airlines,ZH105,2,N/A,Landed,B-1475,B738,passenger
2025-12-29,18:22,01:41,Phu Quoc,PQC,N/A,VJ446,1,11L,Landed,,N/A,unknown
2025-12-29,18:19,01:42,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1216,1,N/A,Landed,VN-A281,A21N,passenger
2025-12-29,18:16,03:06,Shanghai,PVG,Vietnam Airlines,VN533,2,N/A,Landed,VN-A616,A21N,passenger
2025-12-29,18:11,01:41,Phu Quoc,PQC,N/A,VN6400,1,11L,Landed,VN-A363,A321,passenger
2025-12-29,18:03,01:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,11L,Landed,VN-A886,A359,passenger
2025-12-29,18:01,03:47,Jakarta,CGK,VietJet Air,VJ928,2,11L,Landed,VN-A663,A320,passenger
2025-12-29,17:58,01:40,Phu Quoc,PQC,VietJet Air,VJ1444,1,11L,Landed,VN-A642,A321,passenger
2025-12-29,17:54,02:34,Kaohsiung,KHH,VietJet Air,VJ947,2,11L,Landed,VN-A523,A21N,passenger
2025-12-29,17:52,03:19,Shanghai,PVG,China Eastern Airlines,MU6013,2,11L,Landed,B-32HY,A21N,passenger
2025-12-29,17:42,02:47,Singapore,SIN,VietJet Air,VJ916,2,11L,Landed,VN-A687,A321,passenger
2025-12-29,17:38,00:58,Da Nang,DAD,VietJet Air,VJ514,1,11L,Landed,VN-A643,A321,passenger
2025-12-29,17:34,01:42,Guangzhou,CAN,Vietnam Airlines,VN507,2,N/A,Landed,VN-A397,A321,passenger
2025-12-29,17:29,01:05,Da Nang,DAD,Vietnam Airlines,VN172,1,11L,Landed,VN-A512,A21N,passenger
2025-12-29,17:26,01:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN232,1,11L,Landed,VN-A871,B789,passenger
2025-12-29,17:22,01:42,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ854,1,11L,Landed,VN-A279,A321,passenger
2025-12-29,17:19,03:36,Shanghai,PVG,Air China,CA755,2,11L,Landed,B-8495,A321,passenger
2025-12-29,17:16,01:44,Ho Chi Minh City,SGN,VietJet Air,VJ194,1,11L,Landed,VN-A655,A320,passenger
2025-12-29,17:13,01:33,Da Lat,DLI,VietJet Air,VJ404,1,29R,Landed,VN-A634,A321,passenger
2025-12-29,17:10,01:34,Bangkok,BKK,VietJet Air,VJ902,2,11L,Landed,VN-A641,A321,passenger
2025-12-29,17:07,02:58,Singapore,SIN,Singapore Airlines,SQ194,2,11L,Landed,9V-SJC,A359,passenger
2025-12-29,17:05,04:30,Busan,PUS,VietJet Air,VJ957,2,N/A,Landed,VN-A650,A320,passenger
2025-12-29,17:01,00:47,Luang Prabang,LPQ,AirAsia,FD1038,2,N/A,Landed,HS-BBW,A320,passenger
2025-12-29,16:59,01:33,Da Lat,DLI,Bamboo Airways,QH1424,1,11L,Landed,VN-A596,A20N,passenger
2025-12-29,16:55,01:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,11L,Landed,VN-A879,B78X,passenger
2025-12-29,16:53,01:41,Ho Chi Minh City,SGN,VietJet Air,VJ146,1,11L,Landed,VN-A816,A333,passenger
2025-12-29,16:50,02:50,Taipei,TPE,EVA Air,BR385,2,11L,Landed,B-16226,A321,passenger
2025-12-29,16:47,01:39,Ho Chi Minh City,SGN,VietJet Air,VJ134,1,11L,Landed,VN-A671,A320,passenger
2025-12-29,16:43,01:50,Can Tho,VCA,Vietnam Airlines,VN1202,1,29R,Landed,VN-A332,A321,passenger
2025-12-29,16:40,01:41,Ho Chi Minh City,SGN,VietJet Air,VJ130,1,11L,Landed,VN-A810,A333,passenger
2025-12-29,16:37,04:31,Denpasar,DPS,VietJet Air,VJ900,2,11L,Landed,VN-A544,A321,passenger
2025-12-29,16:33,02:15,Kolkata,CCU,IndiGo,6E1631,2,11L,Landed,VT-IPY,A20N,passenger
2025-12-29,16:29,00:38,Dien Bien Phu,DIN,Vietnam Airlines,VN1805,1,11L,Landed,VN-A331,A321,passenger
2025-12-29,16:26,02:56,Taipei,TPE,China Airlines,CI793,2,11L,Landed,B-18660,B738,passenger
2025-12-29,16:22,01:28,Da Lat,DLI,Vietnam Airlines,VN1574,1,11L,Landed,VN-A513,A20N,passenger
2025-12-29,16:17,00:40,N/A,,N/A,N/A,2,11L,Landed,VN-B469,C208,passenger
2025-12-29,16:13,01:59,Con Dao,VCS,VietJet Air,VJ108,1,11L,Landed,B-656E,AJ27,passenger
2025-12-29,16:07,00:43,Vientiane,VTE,Lao Airlines,QV311,2,11L,Landed,RDPL-34199,A320,passenger
2025-12-29,16:02,01:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN214,1,11L,Landed,VN-A866,B789,passenger
2025-12-29,15:59,01:30,Tuy Hoa,TBB,Vietnam Airlines,VN1650,1,N/A,Landed,VN-A514,A20N,passenger
2025-12-29,15:55,01:26,N/A,,Hai Au Aviation,N/A,2,11L,Landed,VN-B466,C208,passenger
2025-12-29,15:52,01:34,Da Lat,DLI,VietJet Air,VJ408,1,11L,Landed,VN-A668,A320,passenger
2025-12-29,15:49,01:43,Hong Kong,HKG,Vietnam Airlines,VN593,2,11L,Landed,VN-A604,A321,passenger
2025-12-29,15:46,01:40,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,11L,Landed,VN-A136,A320,passenger
2025-12-29,15:43,01:33,Nha Trang,CXR,VietJet Air,VJ774,1,11L,Landed,VN-A632,A321,passenger
2025-12-29,15:40,01:49,Can Tho,VCA,VietJet Air,VJ462,1,11L,Landed,VN-A676,A320,passenger
2025-12-29,15:37,04:13,Busan,PUS,Vietnam Airlines,VN429,2,11L,Landed,VN-A869,B789,passenger
2025-12-29,15:35,02:46,Singapore,SIN,Vietnam Airlines,VN660,2,11L,Landed,VN-A508,A21N,passenger
2025-12-29,15:32,01:01,Da Nang,DAD,Vietnam Airlines,VN170,1,29R,Landed,VN-A398,A321,passenger
2025-12-29,15:29,01:43,Ho Chi Minh City,SGN,BBN Airlines Indonesia,QH242,1,11L,Landed,PK-BBK,B739,passenger
2025-12-29,15:21,08:29,Istanbul,IST,Turkish Airlines,TK164,2,11L,Landed,TC-JOD,A333,passenger
2025-12-29,15:15,01:42,Ho Chi Minh City,SGN,Avion Express,VU778,1,11L,Landed,9H-MLW,A320,passenger
2025-12-29,15:13,01:42,Ho Chi Minh City,SGN,VietJet Air,VJ198,1,11L,Landed,VN-A666,A320,passenger
2025-12-29,15:09,01:30,Da Lat,DLI,Bamboo Airways,QH1422,1,11L,Landed,VN-A227,A321,passenger
2025-12-29,15:05,01:39,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ838,1,11L,Landed,VN-A284,A21N,passenger
2025-12-29,15:00,01:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN248,1,11L,Landed,VN-A897,A359,passenger
2025-12-29,14:58,02:38,Fuzhou,FOC,Xiamen Air,MF8697,2,11L,Landed,B-5706,B738,passenger
2025-12-29,14:55,01:20,Qui Nhon,UIH,Vietnam Airlines,VN1622,1,11L,Landed,VN-A625,A21N,passenger
2025-12-29,14:52,00:58,Kunming,KMG,China Eastern Airlines,MU9605,2,11L,Landed,B-1703,B738,passenger
2025-12-29,14:50,05:46,Blagoveshchensk,BQS,VietJet Air,VJ7615,2,11L,Landed,VN-A537,A21N,passenger
2025-12-29,14:46,01:11,Chiang Mai,CNX,AirAsia,FD870,2,11L,Landed,HS-ABY,A320,passenger
2025-12-29,14:44,02:23,Xiamen,XMN,Xiamen Air,MF869,2,11L,Landed,B-1303,B738,passenger
2025-12-29,14:41,01:34,Shenzhen,SZX,China Southern Airlines,CZ8469,2,11L,Landed,B-6630,A321,passenger
2025-12-29,14:39,01:50,Guangzhou,CAN,China Southern Airlines,CZ8315,2,11L,Landed,B-6775,A320,passenger
2025-12-29,14:36,02:40,Kuala Lumpur,KUL,VietJet Air,VJ906,2,11L,Landed,VN-A542,A321,passenger
2025-12-29,14:33,01:31,Nha Trang,CXR,Vietnam Airlines,VN1552,1,11L,Landed,VN-A339,A321,passenger
2025-12-29,14:31,01:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN212,1,11L,Landed,VN-A891,A359,passenger
2025-12-29,14:28,00:58,Da Nang,DAD,Vietnam Airlines,VN168,1,11L,Landed,VN-A608,A321,passenger
2025-12-29,14:24,02:42,Kuala Lumpur,KUL,AirAsia,AK512,2,11L,Landed,9M-AJY,A320,passenger
2025-12-29,14:20,00:58,Da Nang,DAD,VietJet Air,VJ508,1,N/A,Landed,VN-A635,A321,passenger
2025-12-29,14:14,02:45,Taipei,TPE,VietJet Air,VJ941,2,11L,Landed,VN-A546,A21N,passenger
2025-12-29,14:10,01:44,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1208,1,11L,Landed,VN-A280,A321,passenger
2025-12-29,14:07,02:01,Con Dao,VCS,VietJet Air,VJ106,1,11L,Landed,B-652G,AJ27,passenger
2025-12-29,14:03,01:20,Bangkok,BKK,Vietnam Airlines,VN610,2,11L,Landed,VN-A357,A321,passenger
2025-12-29,14:01,01:40,Ho Chi Minh City,SGN,VietJet Air,VJ144,1,N/A,Landed,VN-A820,A333,passenger
2025-12-29,13:58,04:32,Seoul,ICN,VietJet Air,VJ961,2,11L,Landed,VN-A649,A321,passenger
2025-12-29,13:55,02:26,Penang,PEN,China Airlines,CI6596,0,11L,Landed,B-18720,B744,cargo
2025-12-29,13:52,05:59,Tokyo,NRT,VietJet Air,VJ933,2,11L,Landed,VN-A817,A333,passenger
2025-12-29,13:49,03:32,Shanghai,PVG,China Eastern Airlines,MU6011,2,N/A,Landed,B-6886,A321,passenger
2025-12-29,13:41,01:29,Nha Trang,CXR,Vietnam Airlines,VN7568,1,11L,Landed,VN-A356,A321,passenger
2025-12-29,13:34,01:35,Shenzhen,SZX,Shenzhen Airlines,ZH103,2,11L,Landed,B-6650,A320,passenger
2025-12-29,13:26,00:32,Dien Bien Phu,DIN,Vietnam Airlines,VN7805,1,11L,Landed,VN-A325,A321,passenger
2025-12-29,13:24,00:56,Da Nang,DAD,Vietnam Airlines,VN166,1,N/A,Landed,VN-A331,A321,passenger
2025-12-29,13:18,05:39,Tokyo,NRT,Vietnam Airlines,VN311,2,11L,Landed,VN-A873,B78X,passenger
2025-12-29,13:16,00:53,Hue,HUI,VietJet Air,VJ566,1,11L,Landed,VN-A643,A321,passenger
2025-12-29,13:12,04:15,Seoul,ICN,Vietnam Airlines,VN417,2,11L,Landed,VN-A877,B78X,passenger
2025-12-29,13:06,05:23,Nagoya,NGO,VietJet Air,VJ921,2,11L,Landed,VN-A693,A21N,passenger
2025-12-29,13:01,03:39,Delhi,DEL,IndiGo,6E1633,2,11L,Landed,VT-IZK,A20N,passenger
2025-12-29,12:57,04:44,Osaka,KIX,Vietnam Airlines,VN335,2,11L,Landed,VN-A878,B78X,passenger
2025-12-29,12:55,01:00,Da Nang,DAD,VietJet Air,VJ528,1,11L,Landed,VN-A535,A321,passenger
2025-12-29,12:51,05:19,Nagoya,NGO,Vietnam Airlines,VN349,2,11L,Landed,VN-A606,A321,passenger
2025-12-29,12:48,04:25,Fukuoka,FUK,Vietnam Airlines,VN357,2,11L,Landed,VN-A623,A21N,passenger
2025-12-29,12:44,01:42,Phu Quoc,PQC,Vietnam Airlines,VN1236,1,11L,Landed,VN-A601,A321,passenger
2025-12-29,12:44,01:45,Ho Chi Minh City,SGN,Bamboo Airways,QH224,1,11L,Landed,JU-1410,A320,passenger
2025-12-29,12:37,01:43,Ho Chi Minh City,SGN,VietJet Air,VJ132,1,11L,Landed,VN-A630,A321,passenger
2025-12-29,12:34,05:11,Dubai,DXB,Emirates,EK394,2,11L,Landed,A6-EPG,B77W,passenger
2025-12-29,12:31,04:57,Osaka,KIX,VietJet Air,VJ939,2,11L,Landed,VN-A528,A21N,passenger
2025-12-29,12:28,00:47,Dong Hoi,VDH,Vietnam Airlines,VN1590,1,11L,Landed,VN-A329,A321,passenger
2025-12-29,12:25,01:49,Phu Quoc,PQC,VietJet Air,VJ440,1,11L,Landed,VN-A672,A320,passenger
2025-12-29,12:21,01:47,Guangzhou,CAN,Shenzhen Airlines,ZH121,2,11L,Landed,B-5402,B738,passenger
2025-12-29,12:18,02:50,Kuala Lumpur,KUL,Batik Air,OD571,2,11L,Landed,9M-LRW,B38M,passenger
2025-12-29,12:15,01:45,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1202,1,11L,Landed,VN-A281,A21N,passenger
2025-12-29,12:13,01:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN210,1,11L,Landed,VN-A886,A359,passenger
2025-12-29,12:10,01:39,Ho Chi Minh City,SGN,VietJet Air,VJ128,1,11L,Landed,VN-A815,A333,passenger
2025-12-29,12:06,02:59,Kuala Lumpur,KUL,Malaysia Airlines,MH752,2,11L,Landed,9M-MXI,B738,passenger
2025-12-29,12:03,04:24,Seoul,ICN,Asiana Airlines,OZ729,2,11L,Landed,HL7579,A359,passenger
2025-12-29,12:00,05:42,Doha,DOH,Qatar Airways,QR976,2,11L,Landed,A7-BHF,B789,passenger
2025-12-29,11:53,01:35,Nha Trang,CXR,VietJet Air,VJ770,1,29R,Landed,VN-A642,A321,passenger
2025-12-29,11:50,01:03,Da Nang,DAD,N/A,VN6080,1,11L,Landed,VN-A363,A321,passenger
2025-12-29,11:46,00:55,Nevsehir,NAV,N/A,N/A,2,11L,Landed,VN-B469,C208,passenger
2025-12-29,11:43,03:40,Beijing,PEK,Air China,CA741,2,11L,Landed,B-326D,A21N,passenger
2025-12-29,11:40,01:18,Qui Nhon,UIH,Bamboo Airways,QH1214,1,N/A,Landed,VN-A596,A20N,passenger
2025-12-29,11:37,04:43,Busan,PUS,VietJet Air,VJ981,2,11L,Landed,VN-A634,A321,passenger
2025-12-29,11:34,02:51,Singapore,SIN,Singapore Airlines,SQ192,2,11L,Landed,9V-SHY,A359,passenger
2025-12-29,11:31,01:29,Bangkok,DMK,AirAsia,FD640,2,11L,Landed,HS-BBB,A320,passenger
2025-12-29,11:28,02:42,Taipei,TPE,EVA Air,BR397,2,11L,Landed,B-16725,B77W,passenger
2025-12-29,11:25,01:47,Can Tho,VCA,Vietnam Airlines,VN1200,1,11L,Landed,VN-A397,A321,passenger
2025-12-29,11:23,03:24,Shanghai,PVG,Air China,CA703,2,11L,Landed,B-6942,A321,passenger
2025-12-29,11:17,01:24,Buon Ma Thuot,BMV,Vietnam Airlines,VN1602,1,11L,Landed,VN-A398,A321,passenger
2025-12-29,11:14,01:39,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ822,1,11L,Landed,VN-A279,A321,passenger
2025-12-29,11:08,01:47,Phu Quoc,PQC,VietJet Air,VJ442,1,11L,Landed,VN-A671,A320,passenger
2025-12-29,11:05,01:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN244,1,11L,Landed,VN-A871,B789,passenger
2025-12-29,11:03,01:33,Da Lat,DLI,Vietnam Airlines,VN1572,1,11L,Landed,VN-A513,A20N,passenger
2025-12-29,11:00,01:18,Qui Nhon,UIH,VietJet Air,VJ430,1,11L,Landed,VN-A668,A320,passenger
2025-12-29,10:56,01:12,Pleiku,PXU,Vietnam Airlines,VN1614,1,11L,Landed,VN-A512,A21N,passenger
2025-12-29,10:54,04:36,Seoul,ICN,Korean Air,KE441,2,11L,Landed,HL8559,A21N,passenger
2025-12-29,10:49,00:57,Da Nang,DAD,Vietnam Airlines,VN164,1,11L,Landed,VN-A332,A321,passenger
2025-12-29,10:47,06:59,Tbilisi,TBS,Turkish Airlines,TK6268,0,11L,Landed,TC-LJO,B77L,cargo
2025-12-29,10:39,01:28,Nha Trang,CXR,VietJet Air,VJ772,1,11L,Landed,VN-A816,A333,passenger
2025-12-29,10:32,02:44,Singapore,SIN,EVA Air,BR6061,0,11L,Landed,B-16789,B77L,cargo
2025-12-29,10:29,02:45,Taipei,TPE,China Airlines,CI791,2,11L,Landed,B-18906,A359,passenger
2025-12-29,10:26,01:10,Chu Lai,VCL,Vietnam Airlines,VN1640,1,11L,Landed,VN-A625,A21N,passenger
2025-12-29,10:24,01:45,Guangzhou,CAN,China Southern Airlines,CZ3049,2,11L,Landed,B-30CD,A20N,passenger
2025-12-29,10:21,02:49,Taipei,TPE,STARLUX,JX715,2,11L,Landed,B-58211,A21N,passenger
