Crawl_Date,Actual_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Belt,Status,Actual_Tail,Aircraft_Type,Category,Arrival_Flight_Duration_Minutes,Is_Return_Emergency,Is_Same_Origin_Unmatched,Same_Origin_Action,Has_Matched_Departure,Has_Matched_Arrival,Match_Status,Data_Completeness,Exclude_From_Propagation_Training,Record_Type,Airline_Type,Tail_Sequence_Day,Is_First_Flight,Departure_Delay_Reg_Target,Arrival_Delay,Accumulated_Delay,Turnaround_Buffer_Model,Is_Long_Ground_Turnaround,Tail_Stagnation_Duration_Model,Turnaround_Deficit_Min,Turnaround_Slack_Min,Prev_Departure_Delay_Tail_1,Prev_Departure_Delay_Tail_2,Prev_Turnaround_Buffer_Tail_1,Prev_Turnaround_Buffer_Tail_2,Rolling_Departure_Delay_Tail_3,Rolling_Turnaround_Buffer_Tail_3,Prev_Departure_Delay_Airport_1,Rolling_Departure_Delay_Airport_3,Is_Diverted_Prev,Airport_Load_Factor,Number_of_Flights_in_Last_Hour,Is_Airport_Congested,Flight_Density_Disruption,Is_Parallel_Usage,Is_Wide_Body,Time_of_Day,Peak_Hour_Indicator,Is_Special_Days,Is_Imputed_Link,Standard_Turnaround,A_CDM_TOBT_Deficit,Ground_Handling_Pressure,temperature,precipitation,cloudcover,pressure,humidity,visibility,dew_point_2m,weather_code,cape,lifted_index,cloud_cover_low,Visibility_SM,Visibility_Deficit_5KM_M,Visibility_Deficit_3SM_M,Visibility_Severity_Score,Dew_Point_Spread_C,Wind_Sector,Wind_Runway_Relative_Angle_Deg,Wind_Kt,Crosswind_Kt,Headwind_Kt,Tailwind_Default_Runway_Kt,Temp_Change_1H_C,Temp_Change_3H_C,Pressure_Change_3H_Hpa,Precip_Cumsum_1H_Mm,Precip_Cumsum_3H_Mm,Precip_Cumsum_6H_Mm,Wind_Gust_Estimate_Kt,Crosswind_Max_3H_Kt,Gust_Variation_Kt,Is_Rain,Is_Heavy_Rain,Is_Low_Visibility,Is_Fog,Is_Dewpoint_Spread_Le_1_5C,Is_Radiation_Fog_Risk,Is_WMO_Rain_Code,Is_Below_3SM_Visibility,Is_Below_1SM_Visibility,Is_Crosswind_10kt,Is_Tailwind_Default_Runway_5kt,Is_Low_Ceiling_Risk,Is_Severe_Convection_Risk,Is_Thunderstorm_Risk,Convective_Severity_Score,Runway_Wet_Risk,Forced_Runway_Swap_Risk,Weather_Delay_Risk_Score,Aviation_Operational_Risk_Score,Destination
2025-12-16,2025-12-16 07:48,Ho Chi Minh City,SGN,VietJet Air,VJ620,1,35L,1.0,Arrived,VN-A676,A320,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,2.0,0.0,,-2.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,9.0,3.0,,0.0,0.0,0.0,Morning,1.0,0.0,0.0,50.0,,,22.2,0.2,100.0,1015.3,95.0,9740.0,21.4,51.0,110.0,0.6,65.0,6.05,0.0,0.0,0.0,0.8,NW,14.0,2.65,0.64,2.57,0.0,0.3,0.4,0.7,0.2,0.6,3.1,2.65,0.64,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,DAD
2025-12-16,2025-12-16 07:38,Manila,MNL,Cebu Pacific,5J5758,2,35L,1.0,Bags Delivered,RP-C4110,A20N,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,1.0,1.0,,-22.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,8.0,2.0,,0.0,0.0,0.0,Morning,1.0,0.0,0.0,45.0,,,22.2,0.2,100.0,1015.3,95.0,9740.0,21.4,51.0,110.0,0.6,65.0,6.05,0.0,0.0,0.0,0.8,NW,14.0,2.65,0.64,2.57,0.0,0.3,0.4,0.7,0.2,0.6,3.1,2.65,0.64,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,DAD
2025-12-16,2025-12-16 08:12,Ho Chi Minh City,SGN,Vietnam Airlines,VN110,1,35L,4.0,Arrived,VN-A332,A321,passenger,,False,False,,True,True,matched,complete,False,Arrival,FSC,1.0,1.0,,-8.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,10.0,9.0,,0.0,0.0,0.0,Morning,1.0,0.0,0.0,60.0,,,23.1,0.1,100.0,1015.8,91.0,10600.0,21.5,51.0,210.0,0.0,100.0,6.59,0.0,0.0,0.0,1.6,N,4.0,2.92,0.2,2.91,0.0,0.9,1.2,1.1,0.1,0.4,1.9,2.92,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 08:37,Da Lat,DLI,Vietnam Airlines,VN1954,1,35L,1.0,Arrived,VN-A395,A321,passenger,,False,False,,True,True,matched,complete,False,Arrival,FSC,1.0,1.0,,-18.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,9.0,10.0,,0.0,0.0,0.0,Morning,1.0,0.0,0.0,60.0,,,23.1,0.1,100.0,1015.8,91.0,10600.0,21.5,51.0,210.0,0.0,100.0,6.59,0.0,0.0,0.0,1.6,N,4.0,2.92,0.2,2.91,0.0,0.9,1.2,1.1,0.1,0.4,1.9,2.92,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 08:46,Hanoi,HAN,VietJet Air,VJ503,1,35L,2.0,Arrived,VN-A637,A321,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,2.0,0.0,,-9.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,10.0,10.0,,0.0,0.0,0.0,Morning,1.0,0.0,0.0,60.0,,,23.1,0.1,100.0,1015.8,91.0,10600.0,21.5,51.0,210.0,0.0,100.0,6.59,0.0,0.0,0.0,1.6,N,4.0,2.92,0.2,2.91,0.0,0.9,1.2,1.1,0.1,0.4,1.9,2.92,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 08:57,Bangkok,DMK,Thai Air Asia,FD634,2,35L,4.0,Bags Delivered,HS-EAC,A21N,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,1.0,1.0,,-8.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,10.0,7.0,,0.0,0.0,0.0,Morning,1.0,0.0,0.0,64.0,,,23.1,0.1,100.0,1015.8,91.0,10600.0,21.5,51.0,210.0,0.0,100.0,6.59,0.0,0.0,0.0,1.6,N,4.0,2.92,0.2,2.91,0.0,0.9,1.2,1.1,0.1,0.4,1.9,2.92,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 09:03,Hong Kong,HKG,Hong Kong Express Airways,UO552,2,35L,1.0,Bags Delivered,B-HSN,A320,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,1.0,1.0,,-7.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,11.0,11.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,50.0,,,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 09:00,Hanoi,HAN,Vietnam Airlines,VN163,1,35L,5.0,Arrived,VN-A329,A321,passenger,,False,False,,True,True,matched,complete,False,Arrival,FSC,2.0,0.0,,-10.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,12.0,8.0,,0.0,0.0,0.0,Morning,1.0,0.0,0.0,60.0,,,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 09:20,Ho Chi Minh City,SGN,Vietnam Airlines,VN112,1,35L,1.0,Arrived,VN-A326,A321,passenger,,False,False,,True,True,matched,complete,False,Arrival,FSC,1.0,1.0,,-5.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,16.0,9.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,,,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 09:38,Ho Chi Minh City,SGN,VietJet Air,VJ624,1,35L,2.0,Arrived,VN-A635,A321,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,2.0,0.0,,-2.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,14.0,11.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,,,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 09:32,Hanoi,HAN,Vietnam Airlines,VN6081,1,35L,4.0,Arrived,VN-A363,A321,passenger,,False,False,,True,True,matched,complete,False,Arrival,FSC,3.0,0.0,,-8.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,12.0,11.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,,,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 09:50,Seoul,ICN,VietJet Air,VJ879,2,35L,3.0,Bags Delivered,VN-A667,A321,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,1.0,1.0,,-15.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,15.0,12.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,,,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 10:15,Ho Chi Minh City,SGN,Vietravel Airlines,VU672,1,35L,3.0,Arrived,VN-A136,A320,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,1.0,1.0,,-5.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,12.0,13.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,50.0,,,24.5,0.2,98.0,1016.1,82.0,8820.0,21.1,51.0,130.0,-0.4,95.0,5.48,0.0,0.0,0.0,3.4,NE,51.0,4.75,3.69,2.99,0.0,0.5,2.3,0.8,0.2,0.4,1.0,4.75,3.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 10:19,Ho Chi Minh City,SGN,Vietnam Airlines,VN118,1,35L,5.0,Arrived,VN-A505,A21N,passenger,,False,False,,True,True,matched,complete,False,Arrival,FSC,3.0,0.0,,-6.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,12.0,15.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,64.0,,,24.5,0.2,98.0,1016.1,82.0,8820.0,21.1,51.0,130.0,-0.4,95.0,5.48,0.0,0.0,0.0,3.4,NE,51.0,4.75,3.69,2.99,0.0,0.5,2.3,0.8,0.2,0.4,1.0,4.75,3.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 10:35,Kuala Lumpur,KUL,Malaysia Airlines,MH746,2,35L,2.0,Bags Delivered,9M-MXH,B738,passenger,,False,False,,True,True,matched,complete,False,Arrival,FSC,1.0,1.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,15.0,11.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,70.0,,,24.5,0.2,98.0,1016.1,82.0,8820.0,21.1,51.0,130.0,-0.4,95.0,5.48,0.0,0.0,0.0,3.4,NE,51.0,4.75,3.69,2.99,0.0,0.5,2.3,0.8,0.2,0.4,1.0,4.75,3.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 11:11,Kuala Lumpur,KUL,Air Asia,AK642,2,35R,4.0,Bags Delivered,9M-RAO,A320,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,1.0,1.0,,31.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,15.0,9.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,50.0,,,24.0,0.1,99.0,1015.8,85.0,17240.0,21.3,51.0,150.0,-0.4,91.0,10.71,0.0,0.0,0.0,2.7,NE,38.0,4.75,2.93,3.74,0.0,-0.5,0.9,0.0,0.1,0.4,0.8,4.75,3.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 10:55,Ho Chi Minh City,SGN,VietJet Air,VJ626,1,35L,1.0,Arrived,VN-A549,A21N,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,2.0,0.0,,10.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,13.0,9.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,64.0,,,24.5,0.2,98.0,1016.1,82.0,8820.0,21.1,51.0,130.0,-0.4,95.0,5.48,0.0,0.0,0.0,3.4,NE,51.0,4.75,3.69,2.99,0.0,0.5,2.3,0.8,0.2,0.4,1.0,4.75,3.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 10:54,Seoul,ICN,T'Way Air,TW7,2,35R,3.0,Bags Delivered,HL8513,B38M,passenger,,False,False,,True,True,matched,complete,False,Arrival,LCC,1.0,1.0,,-1.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,12.0,8.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,,,24.5,0.2,98.0,1016.1,82.0,8820.0,21.1,51.0,130.0,-0.4,95.0,5.48,0.0,0.0,0.0,3.4,NE,51.0,4.75,3.69,2.99,0.0,0.5,2.3,0.8,0.2,0.4,1.0,4.75,3.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
2025-12-16,2025-12-16 10:48,Singapore,SIN,Singapore Airlines,SQ172,2,35L,1.0,Bags Delivered,9V-MBG,B38M,passenger,,False,False,,True,True,matched,complete,False,Arrival,Other,1.0,1.0,,-12.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,12.0,10.0,,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,,,24.5,0.2,98.0,1016.1,82.0,8820.0,21.1,51.0,130.0,-0.4,95.0,5.48,0.0,0.0,0.0,3.4,NE,51.0,4.75,3.69,2.99,0.0,0.5,2.3,0.8,0.2,0.4,1.0,4.75,3.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD
