Route,Origin,Destination,Dep_Index,Flight_No,Dep_Event_Time,Scheduled_Time,Dep_Service_Date,Reason,Action,Drop_Reason
HAN->DAD,HAN,DAD,22367,VJ521,2026-02-26 23:23:00,20:50,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22420,K6839,2026-02-26 19:34:00,18:30,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22531,VJ860,2026-02-26 12:43:00,12:05,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22678,VN7056,2026-02-26 01:19:00,01:19,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22735,VN1278,2026-02-27 21:14:00,20:15,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22795,VJ262,2026-02-27 17:31:00,16:30,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22796,VU131,2026-02-27 17:28:00,12:05,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22835,VN7040,2026-02-27 15:09:00,13:45,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22894,VJ83,2026-02-27 11:27:00,10:40,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22895,AK529,2026-02-27 11:23:00,10:35,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,23064,VU303,2026-02-28 21:34:00,17:15,2026-02-28,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,23374,CA408,2026-03-01 23:28:00,23:20,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,23422,VJ895,2026-03-01 19:44:00,19:00,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,23470,VN140,2026-03-01 17:09:00,16:45,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,23535,MF894,2026-03-01 12:52:00,12:25,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,23581,VJ278,2026-03-01 09:54:00,09:25,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,23733,VJ3900,2026-03-02 20:38:00,20:05,2026-03-02,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,23755,VJ1805,2026-03-02 19:06:00,18:50,2026-03-02,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,24723,VN580,2026-03-05 18:37:00,17:50,2026-03-05,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,24749,VJ262,2026-03-05 16:57:00,16:30,2026-03-05,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,25039,VN979,2026-03-06 18:35:00,17:25,2026-03-06,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26015,VN1422,2026-03-09 16:35:00,15:40,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26085,VU131,2026-03-09 12:12:00,11:45,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26127,VN118,2026-03-09 09:28:00,09:05,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26155,NH834,2026-03-09 07:46:00,07:30,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26267,VN1835,2026-03-10 20:46:00,20:30,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26319,QH1124,2026-03-10 17:11:00,16:30,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26363,KE472,2026-03-10 14:33:00,14:05,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26499,VN6210,2026-03-10 06:08:00,06:10,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26706,VJ372,2026-03-11 11:59:00,11:50,2026-03-11,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26793,VN1392,2026-03-11 06:21:00,06:05,2026-03-11,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,26798,UA153,2026-03-11 06:05:00,06:00,2026-03-11,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,28071,VJ523,2026-03-16 23:18:00,22:45,2026-03-16,no_arrival_match,mark_missing_arrival,
