Crawl_Date,Actual_Time,Flight_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Tail_Number,Aircraft_Type,Category
2025-12-18,14:46,01:40,Bangkok,BKK,Vietnam Airlines,VN610,2,11L,Landed,VN-A614,A321,passenger
2025-12-18,14:41,03:01,Taipei,TPE,VietJet Air,VJ941,2,11L,Landed,VN-A697,A21N,passenger
2025-12-18,14:37,01:46,Guangzhou,CAN,China Southern Airlines,CZ8315,2,11L,Landed,B-32EU,A20N,passenger
2025-12-18,14:34,01:10,Chiang Mai,CNX,AirAsia,FD870,2,11L,Landed,HS-BBG,A320,passenger
2025-12-18,14:32,02:28,Xiamen,XMN,Xiamen Air,MF869,2,11L,Landed,B-5708,B738,passenger
2025-12-18,14:29,02:50,Kuala Lumpur,KUL,VietJet Air,VJ906,2,11L,Landed,VN-A536,A21N,passenger
2025-12-18,14:27,01:44,Phu Quoc,PQC,VietJet Air,VJ450,1,11L,Landed,VN-A816,A333,passenger
2025-12-18,14:24,01:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN212,1,11L,Landed,VN-A898,A359,passenger
2025-12-18,14:21,01:01,Kunming,KMG,China Eastern Airlines,MU9605,2,11L,Landed,B-5683,B738,passenger
2025-12-18,14:18,01:44,Ho Chi Minh City,SGN,VietJet Air,VJ188,1,11L,Landed,VN-A666,A320,passenger
2025-12-18,14:16,01:43,Ho Chi Minh City,SGN,Vietnam Airlines,VN7214,1,11L,Landed,VN-A396,A321,passenger
2025-12-18,14:14,06:24,Tokyo,NRT,VietJet Air,VJ933,2,11L,Landed,VN-A525,A21N,passenger
2025-12-18,14:10,01:43,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1208,1,11L,Landed,VN-A280,A321,passenger
2025-12-18,14:07,03:28,Shanghai,PVG,China Eastern Airlines,MU6011,2,11L,Landed,B-8567,A321,passenger
2025-12-18,14:05,01:55,Con Dao,VCS,VietJet Air,VJ102,1,29R,Landed,B-652G,AJ27,passenger
2025-12-18,13:59,04:28,Seoul,ICN,VietJet Air,VJ961,2,11L,Landed,VN-A534,A21N,passenger
2025-12-18,13:55,01:00,Da Nang,DAD,VietJet Air,VJ508,1,11L,Landed,VN-A642,A321,passenger
2025-12-18,13:49,01:40,Shenzhen,SZX,Shenzhen Airlines,ZH103,2,11L,Landed,B-8079,A320,passenger
2025-12-18,13:44,01:41,Ho Chi Minh City,SGN,Bamboo Airways,QH240,1,11L,Landed,ER-00005,A320,passenger
2025-12-18,13:37,02:35,Kaohsiung,KHH,Vietnam Airlines,VN583,2,11L,Landed,VN-A326,A321,passenger
2025-12-18,13:34,05:42,Tokyo,NRT,Vietnam Airlines,VN311,2,11L,Landed,VN-A878,B78X,passenger
2025-12-18,13:32,00:56,Hue,HUI,VietJet Air,VJ566,1,11L,Landed,VN-A635,A321,passenger
2025-12-18,13:25,05:01,Osaka,KIX,Vietnam Airlines,VN335,2,11L,Landed,VN-A889,A359,passenger
2025-12-18,13:23,05:34,Vladivostok,VVO,VietJet Air,VJ7705,2,11L,Landed,VN-A537,A21N,passenger
2025-12-18,13:19,04:31,Seoul,ICN,Vietnam Airlines,VN417,2,11L,Landed,VN-A872,B78X,passenger
2025-12-18,13:16,05:16,Osaka,KIX,VietJet Air,VJ939,2,11L,Landed,VN-A550,A21N,passenger
2025-12-18,13:12,05:28,Dubai,DXB,Emirates,EK394,2,11L,Landed,A6-END,B77W,passenger
2025-12-18,13:09,05:35,Nagoya,NGO,Vietnam Airlines,VN349,2,11L,Landed,VN-A625,A21N,passenger
2025-12-18,13:01,01:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN246,1,11L,Landed,VN-A507,A21N,passenger
2025-12-18,12:58,04:20,Busan,PUS,Vietnam Airlines,VN429,2,11L,Landed,VN-A877,B78X,passenger
2025-12-18,12:49,02:50,Manila,MNL,Philippine Airlines,PR593,2,11L,Landed,RP-C9912,A321,passenger
2025-12-18,12:45,04:25,Fukuoka,FUK,Vietnam Airlines,VN357,2,11L,Landed,VN-A505,A21N,passenger
2025-12-18,12:41,01:52,Guangzhou,CAN,Shenzhen Airlines,ZH121,2,11L,Landed,B-5411,B738,passenger
2025-12-18,12:39,05:10,Nagoya,NGO,VietJet Air,VJ921,2,11L,Landed,VN-A538,A21N,passenger
2025-12-18,12:36,01:41,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1202,1,11L,Landed,VN-A279,A321,passenger
2025-12-18,12:32,04:47,Seoul,ICN,Asiana Airlines,OZ729,2,11L,Landed,HL7793,A333,passenger
2025-12-18,12:29,02:55,Kuala Lumpur,KUL,Malaysia Airlines,MH752,2,11L,Landed,9M-MXK,B738,passenger
2025-12-18,12:25,01:27,Bangkok,DMK,AirAsia,FD640,2,11L,Landed,HS-BBM,A320,passenger
2025-12-18,12:23,01:47,Ho Chi Minh City,SGN,Bamboo Airways,QH224,1,11L,Landed,JU-1410,A320,passenger
2025-12-18,12:21,02:44,Kuala Lumpur,KUL,Batik Air,OD571,2,11L,Landed,9M-LRK,B38M,passenger
2025-12-18,12:11,05:52,Doha,DOH,Qatar Airways,QR976,2,11L,Landed,A7-BHG,B789,passenger
2025-12-18,12:07,01:43,Phu Quoc,PQC,VietJet Air,VJ440,1,11L,Landed,VN-A672,A320,passenger
2025-12-18,12:05,01:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN210,1,11L,Landed,VN-A861,B789,passenger
2025-12-18,12:03,03:39,Beijing,PEK,Air China,CA741,2,11L,Landed,B-326D,A21N,passenger
2025-12-18,11:58,04:38,Fukuoka,FUK,VietJet Air,VJ959,2,11L,Landed,VN-A647,A321,passenger
2025-12-18,11:56,01:40,Ho Chi Minh City,SGN,VietJet Air,VJ132,1,11L,Landed,VN-A648,A321,passenger
2025-12-18,11:51,02:48,Taipei,TPE,EVA Air,BR397,2,11L,Landed,B-16727,B77W,passenger
2025-12-18,11:48,01:38,Phu Quoc,PQC,Vietnam Airlines,VN1236,1,11L,Landed,VN-A619,A21N,passenger
2025-12-18,11:44,01:45,Can Tho,VCA,Vietnam Airlines,VN1200,1,11L,Landed,VN-A324,A321,passenger
2025-12-18,11:39,02:48,Singapore,SIN,Singapore Airlines,SQ192,2,11L,Landed,9V-SHQ,A359,passenger
2025-12-18,11:33,03:30,Shanghai,PVG,Air China,CA703,2,11L,Landed,B-6942,A321,passenger
2025-12-18,11:30,00:59,Da Nang,DAD,N/A,VN6080,1,11L,Landed,VN-A363,A321,passenger
2025-12-18,11:23,00:49,Dong Hoi,VDH,Vietnam Airlines,VN1590,1,11L,Landed,VN-A608,A321,passenger
2025-12-18,11:22,05:00,Seoul,ICN,Korean Air,KE441,2,11L,Landed,HL8509,A21N,passenger
2025-12-18,11:17,01:42,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ822,1,11L,Landed,VN-A281,A21N,passenger
2025-12-18,11:14,01:23,Buon Ma Thuot,BMV,Vietnam Airlines,VN1602,1,11L,Landed,VN-A606,A321,passenger
2025-12-18,11:11,01:02,Da Nang,DAD,Vietnam Airlines,VN164,1,11L,Landed,VN-A603,A321,passenger
2025-12-18,11:09,01:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN244,1,11L,Landed,VN-A868,B789,passenger
2025-12-18,11:07,01:43,Ho Chi Minh City,SGN,VietJet Air,VJ136,1,11L,Landed,VN-A526,A21N,passenger
2025-12-18,11:04,01:33,Da Lat,DLI,Vietnam Airlines,VN1572,1,11L,Landed,VN-A513,A20N,passenger
2025-12-18,11:01,01:16,Pleiku,PXU,Vietnam Airlines,VN1614,1,11L,Landed,VN-A395,A321,passenger
2025-12-18,10:58,01:48,Phu Quoc,PQC,VietJet Air,VJ442,1,11L,Landed,VN-A673,A321,passenger
2025-12-18,10:56,01:22,Qui Nhon,UIH,VietJet Air,VJ430,1,11L,Landed,VN-A689,A320,passenger
2025-12-18,10:54,01:56,Guangzhou,CAN,China Southern Airlines,CZ3049,2,11L,Landed,B-301W,A20N,passenger
2025-12-18,10:49,02:55,Taipei,TPE,China Airlines,CI791,2,11L,Landed,B-18358,A333,passenger
2025-12-18,10:46,01:34,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,11L,Landed,VN-A871,B789,passenger
2025-12-18,10:43,04:20,Busan,PUS,VietJet Air,VJ981,2,11L,Landed,VN-A651,A321,passenger
2025-12-18,10:40,01:02,Da Nang,DAD,Bamboo Airways,QH104,1,N/A,Landed,VN-A597,A321,passenger
2025-12-18,10:40,01:03,Chu Lai,VCL,Vietnam Airlines,VN1640,1,11L,Landed,VN-A514,A20N,passenger
2025-12-18,10:10,01:49,Can Tho,VCA,VietJet Air,VJ460,1,11L,Landed,VN-A656,A320,passenger
2025-12-18,10:05,02:34,Kaohsiung,KHH,Vietnam Airlines,VN587,2,11L,Landed,VN-A397,A321,passenger
2025-12-18,10:01,01:40,Hong Kong,HKG,Cathay Pacific,CX741,2,11L,Landed,B-HNX,B773,passenger
2025-12-18,09:57,00:59,Da Nang,DAD,Vietravel Airlines,VU638,1,11L,Landed,VN-A129,A321,passenger
2025-12-18,09:48,01:33,Da Lat,DLI,VietJet Air,VJ402,1,11L,Landed,VN-A643,A321,passenger
