Crawl_Date,Actual_Time,Flight_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Actual_Tail,Aircraft_Type,Category,Scheduled_Time,Arrival_Planned_Landing_Time,Arrival_Actual_Landing_Time,Arrival_Flight_Duration_Minutes,Arrival_Planned_Landing_DateTime,Arrival_Actual_Landing_DateTime,Scheduled_DateTime,Actual_DateTime,Is_Return_Emergency,Is_Same_Origin_Unmatched,Same_Origin_Action,Military_Count_1h,Military_Count_3h,Is_Military_Active
2025-12-16,23:02,01:38,Sao Vang,THD,VietJet Air,VJ257,1,25R,Landed,VN-A644,A321,passenger,N/A,N/A,23:02,98,N/A,2025-12-16 23:02:00,N/A,2025-12-16 23:02:00,False,False,N/A,0,0,False
2025-12-16,22:59,00:37,Phu Quoc,PQC,Vietnam Airlines,VN1834,3,25R,Landed,VN-A325,A321,passenger,N/A,N/A,22:59,37,N/A,2025-12-16 22:59:00,N/A,2025-12-16 22:59:00,False,False,N/A,0,0,False
2025-12-16,22:56,01:41,Haiphong,HPH,VietJet Air,VJ281,1,25R,Landed,VN-A655,A320,passenger,N/A,N/A,22:56,101,N/A,2025-12-16 22:56:00,N/A,2025-12-16 22:56:00,False,False,N/A,0,0,False
2025-12-16,22:53,01:42,Hanoi,HAN,Vietnam Airlines,VN221,3,25R,Landed,VN-A602,A321,passenger,N/A,N/A,22:53,102,N/A,2025-12-16 22:53:00,N/A,2025-12-16 22:53:00,False,False,N/A,0,0,False
2025-12-16,22:51,03:15,Chengdu,TFU,Sichuan Airlines,3U3903,2,25R,Landed,B-6957,A321,passenger,N/A,N/A,22:51,195,N/A,2025-12-16 22:51:00,N/A,2025-12-16 22:51:00,False,False,N/A,0,0,False
2025-12-16,22:47,00:40,Phu Quoc,PQC,Vietnam Airlines,VN7826,3,25R,Landed,VN-A331,A321,passenger,N/A,N/A,22:47,40,N/A,2025-12-16 22:47:00,N/A,2025-12-16 22:47:00,False,False,N/A,0,0,False
2025-12-16,22:44,02:01,Hong Kong,HKG,United Airlines,UA152,2,25R,Landed,N45956,B789,passenger,N/A,N/A,22:44,121,N/A,2025-12-16 22:44:00,N/A,2025-12-16 22:44:00,False,False,N/A,0,0,False
2025-12-16,22:39,05:03,Seoul,ICN,Korean Air,KE475,2,25R,Landed,HL8208,B77W,passenger,N/A,N/A,22:39,303,N/A,2025-12-16 22:39:00,N/A,2025-12-16 22:39:00,False,False,N/A,0,0,False
2025-12-16,22:38,01:07,Da Nang,DAD,Vietravel Airlines,VU685,3,25R,Landed,9H-MLW,A320,passenger,N/A,N/A,22:38,67,N/A,2025-12-16 22:38:00,N/A,2025-12-16 22:38:00,False,False,N/A,0,0,False
2025-12-16,22:34,01:05,Da Nang,DAD,Vietnam Airlines,VN143,3,25R,Landed,VN-A601,A321,passenger,N/A,N/A,22:34,65,N/A,2025-12-16 22:34:00,N/A,2025-12-16 22:34:00,False,False,N/A,0,0,False
2025-12-16,22:33,01:49,Hanoi,HAN,Vietnam Airlines,VN265,3,25R,Landed,VN-A613,A321,passenger,N/A,N/A,22:33,109,N/A,2025-12-16 22:33:00,N/A,2025-12-16 22:33:00,False,False,N/A,0,0,False
2025-12-16,22:30,01:06,Da Nang,DAD,VietJet Air,VJ637,1,25R,Landed,VN-A656,A320,passenger,N/A,N/A,22:30,66,N/A,2025-12-16 22:30:00,N/A,2025-12-16 22:30:00,False,False,N/A,0,0,False
2025-12-16,22:26,00:47,Siem Reap,SAI,Vietnam Airlines,VN814,2,25R,Landed,VN-A396,A321,passenger,N/A,N/A,22:26,47,N/A,2025-12-16 22:26:00,N/A,2025-12-16 22:26:00,False,False,N/A,0,0,False
2025-12-16,22:23,01:42,Hanoi,HAN,Vietravel Airlines,VU787,3,25R,Landed,VN-A289,A321,passenger,N/A,N/A,22:23,102,N/A,2025-12-16 22:23:00,N/A,2025-12-16 22:23:00,False,False,N/A,0,0,False
2025-12-16,22:21,01:46,Hanoi,HAN,VietJet Air,VJ155,1,25R,Landed,VN-A637,A321,passenger,N/A,N/A,22:21,106,N/A,2025-12-16 22:21:00,N/A,2025-12-16 22:21:00,False,False,N/A,0,0,False
2025-12-16,22:17,05:47,Tokyo,NRT,Japan Airlines,JL759,2,25R,Landed,JA834J,B788,passenger,N/A,N/A,22:17,347,N/A,2025-12-16 22:17:00,N/A,2025-12-16 22:17:00,False,False,N/A,0,0,False
2025-12-16,22:10,01:38,Hanoi,HAN,Bamboo Airways,QH273,3,25R,Landed,VN-A227,A321,passenger,N/A,N/A,22:10,98,N/A,2025-12-16 22:10:00,N/A,2025-12-16 22:10:00,False,False,N/A,0,0,False
2025-12-16,22:07,03:02,Xiamen,XMN,Xiamen Air,MF841,2,25R,Landed,B-5846,B738,passenger,N/A,N/A,22:07,182,N/A,2025-12-16 22:07:00,N/A,2025-12-16 22:07:00,False,False,N/A,0,0,False
2025-12-16,22:05,04:03,Shanghai,PVG,Spring Airlines,9C7557,2,25R,Landed,B-32HK,A20N,passenger,N/A,N/A,22:05,243,N/A,2025-12-16 22:05:00,N/A,2025-12-16 22:05:00,False,False,N/A,0,0,False
2025-12-16,22:01,03:13,Taipei,TPE,EVA Air,BR381,2,25R,Landed,B-16340,A333,passenger,N/A,N/A,22:01,193,N/A,2025-12-16 22:01:00,N/A,2025-12-16 22:01:00,False,False,N/A,0,0,False
2025-12-16,21:56,00:45,Phnom Penh,KTI,Air Cambodia,K6818,2,25R,Landed,XU-610,AT76,passenger,N/A,N/A,21:56,45,N/A,2025-12-16 21:56:00,N/A,2025-12-16 21:56:00,False,False,N/A,0,0,False
2025-12-16,21:53,01:39,Hanoi,HAN,Vietnam Airlines,VN263,3,25R,Landed,VN-A868,B789,passenger,N/A,N/A,21:53,99,N/A,2025-12-16 21:53:00,N/A,2025-12-16 21:53:00,False,False,N/A,0,0,False
2025-12-16,21:51,01:41,Singapore,SIN,Vietnam Airlines,VN656,2,25R,Landed,VN-A334,A321,passenger,N/A,N/A,21:51,101,N/A,2025-12-16 21:51:00,N/A,2025-12-16 21:51:00,False,False,N/A,0,0,False
2025-12-16,21:48,01:10,Da Nang,DAD,VietJet Air,VJ649,1,25R,Landed,VN-A676,A320,passenger,N/A,N/A,21:48,70,N/A,2025-12-16 21:48:00,N/A,2025-12-16 21:48:00,False,False,N/A,0,0,False
2025-12-16,21:45,01:12,Bangkok,BKK,VietJet Air,VJ806,2,25R,Landed,VN-A544,A321,passenger,N/A,N/A,21:45,72,N/A,2025-12-16 21:45:00,N/A,2025-12-16 21:45:00,False,False,N/A,0,0,False
2025-12-16,21:42,02:23,Guangzhou,CAN,China Southern Airlines,CZ367,2,25R,Landed,B-225D,B38M,passenger,N/A,N/A,21:42,143,N/A,2025-12-16 21:42:00,N/A,2025-12-16 21:42:00,False,False,N/A,0,0,False
2025-12-16,21:40,00:38,Nha Trang,CXR,VietJet Air,VJ1609,1,25R,Landed,VN-A640,A321,passenger,N/A,N/A,21:40,38,N/A,2025-12-16 21:40:00,N/A,2025-12-16 21:40:00,False,False,N/A,0,0,False
2025-12-16,21:35,05:48,Tokyo,HND,All Nippon Airways,NH891,2,25R,Landed,JA900A,B78X,passenger,N/A,N/A,21:35,348,N/A,2025-12-16 21:35:00,N/A,2025-12-16 21:35:00,False,False,N/A,0,0,False
2025-12-16,21:31,05:05,Seoul,ICN,Vietnam Airlines,VN403,2,25R,Landed,VN-A335,A321,passenger,N/A,N/A,21:31,305,N/A,2025-12-16 21:31:00,N/A,2025-12-16 21:31:00,False,False,N/A,0,0,False
2025-12-16,21:26,00:33,Nha Trang,CXR,Vietnam Airlines,VN6151,3,25R,Landed,VN-A359,A321,passenger,N/A,N/A,21:26,33,N/A,2025-12-16 21:26:00,N/A,2025-12-16 21:26:00,False,False,N/A,0,0,False
2025-12-16,21:21,01:14,Bangkok,BKK,Vietnam Airlines,VN606,2,25R,Landed,VN-A326,A321,passenger,N/A,N/A,21:21,74,N/A,2025-12-16 21:21:00,N/A,2025-12-16 21:21:00,False,False,N/A,0,0,False
2025-12-16,21:18,02:11,Macau,MFM,Vietnam Airlines,VN9459,2,25R,Landed,VN-A505,A21N,passenger,N/A,N/A,21:18,131,N/A,2025-12-16 21:18:00,N/A,2025-12-16 21:18:00,False,False,N/A,0,0,False
2025-12-16,21:12,00:46,Qui Nhon,UIH,VietJet Air,VJ385,1,25R,Landed,VN-A635,A321,passenger,N/A,N/A,21:12,46,N/A,2025-12-16 21:12:00,N/A,2025-12-16 21:12:00,False,False,N/A,0,0,False
2025-12-16,21:09,02:10,Hong Kong,HKG,VietJet Air,VJ877,2,25R,Landed,VN-A545,A21N,passenger,N/A,N/A,21:09,130,N/A,2025-12-16 21:09:00,N/A,2025-12-16 21:09:00,False,False,N/A,0,0,False
2025-12-16,21:05,03:09,Taipei,TPE,VietJet Air,VJ843,2,25R,Landed,VN-A698,A321,passenger,N/A,N/A,21:05,189,N/A,2025-12-16 21:05:00,N/A,2025-12-16 21:05:00,False,False,N/A,0,0,False
2025-12-16,21:02,01:13,Bangkok,DMK,AirAsia,FD658,2,25R,Landed,HS-CBJ,A20N,passenger,N/A,N/A,21:02,73,N/A,2025-12-16 21:02:00,N/A,2025-12-16 21:02:00,False,False,N/A,0,0,False
2025-12-16,20:58,08:04,Sydney,SYD,Jetstar,JQ61,2,25R,Landed,VH-VKF,B788,passenger,N/A,N/A,20:58,484,N/A,2025-12-16 20:58:00,N/A,2025-12-16 20:58:00,False,False,N/A,0,0,False
2025-12-16,20:55,00:42,Buon Ma Thuot,BMV,Vietnam Airlines,VN1415,3,25R,Landed,VN-A390,A321,passenger,N/A,N/A,20:55,42,N/A,2025-12-16 20:55:00,N/A,2025-12-16 20:55:00,False,False,N/A,0,0,False
2025-12-16,20:53,00:35,Da Lat,DLI,VietJet Air,VJ363,1,25R,Landed,VN-A642,A321,passenger,N/A,N/A,20:53,35,N/A,2025-12-16 20:53:00,N/A,2025-12-16 20:53:00,False,False,N/A,0,0,False
2025-12-16,20:51,01:40,Hanoi,HAN,Vietnam Airlines,VN219,3,25R,Landed,VN-A896,A359,passenger,N/A,N/A,20:51,100,N/A,2025-12-16 20:51:00,N/A,2025-12-16 20:51:00,False,False,N/A,0,0,False
2025-12-16,20:48,00:58,Chu Lai,VCL,Vietnam Airlines,VN1469,3,25R,Landed,VN-A508,A21N,passenger,N/A,N/A,20:48,58,N/A,2025-12-16 20:48:00,N/A,2025-12-16 20:48:00,False,False,N/A,0,0,False
2025-12-16,20:45,01:32,Kuala Lumpur,KUL,Vietnam Airlines,VN678,2,25R,Landed,VN-A503,A21N,passenger,N/A,N/A,20:45,92,N/A,2025-12-16 20:45:00,N/A,2025-12-16 20:45:00,False,False,N/A,0,0,False
2025-12-16,20:43,01:38,Vientiane,VTE,VietJet Air,VJ1832,2,25R,Landed,VN-A671,A320,passenger,N/A,N/A,20:43,98,N/A,2025-12-16 20:43:00,N/A,2025-12-16 20:43:00,False,False,N/A,0,0,False
2025-12-16,20:40,01:43,Hanoi,HAN,Sun PhuQuoc Airways,9G869,3,25R,Landed,VN-A279,A321,passenger,N/A,N/A,20:40,103,N/A,2025-12-16 20:40:00,N/A,2025-12-16 20:40:00,False,False,N/A,0,0,False
2025-12-16,20:36,01:36,Kuala Lumpur,KUL,AirAsia,AK524,2,25R,Landed,9M-DAG,A320,passenger,N/A,N/A,20:36,96,N/A,2025-12-16 20:36:00,N/A,2025-12-16 20:36:00,False,False,N/A,0,0,False
2025-12-16,20:34,00:38,Phu Quoc,PQC,VietJet Air,VJ328,1,25R,Landed,VN-A500,A21N,passenger,N/A,N/A,20:34,38,N/A,2025-12-16 20:34:00,N/A,2025-12-16 20:34:00,False,False,N/A,0,0,False
2025-12-16,20:30,N/A,Da Lat,DLI,Vietnam Airlines,VN8025,3,25R,Landed,VN-B218,AT75,passenger,N/A,N/A,20:30,,N/A,2025-12-16 20:30:00,N/A,2025-12-16 20:30:00,False,False,N/A,0,0,False
2025-12-16,20:27,01:43,Hanoi,HAN,VietJet Air,VJ165,1,25R,Landed,VN-A674,A21N,passenger,N/A,N/A,20:27,103,N/A,2025-12-16 20:27:00,N/A,2025-12-16 20:27:00,False,False,N/A,0,0,False
2025-12-16,20:23,01:36,Hanoi,HAN,Vietnam Airlines,VN217,3,25R,Landed,VN-A873,B78X,passenger,N/A,N/A,20:23,96,N/A,2025-12-16 20:23:00,N/A,2025-12-16 20:23:00,False,False,N/A,0,0,False
2025-12-16,20:20,01:00,Hue,HUI,Vietnam Airlines,VN6161,3,25R,Landed,VN-A354,A321,passenger,N/A,N/A,20:20,60,N/A,2025-12-16 20:20:00,N/A,2025-12-16 20:20:00,False,False,N/A,0,0,False
2025-12-16,20:18,00:41,Pleiku,PXU,VietJet Air,VJ397,1,25R,Landed,VN-A685,A321,passenger,N/A,N/A,20:18,41,N/A,2025-12-16 20:18:00,N/A,2025-12-16 20:18:00,False,False,N/A,0,0,False
2025-12-16,20:14,00:27,Da Lat,DLI,Vietnam Airlines,VN1387,3,25R,Landed,VN-A338,A321,passenger,N/A,N/A,20:14,27,N/A,2025-12-16 20:14:00,N/A,2025-12-16 20:14:00,False,False,N/A,0,0,False
2025-12-16,20:11,00:56,Chu Lai,VCL,VietJet Air,VJ377,1,25R,Landed,VN-A663,A320,passenger,N/A,N/A,20:11,56,N/A,2025-12-16 20:11:00,N/A,2025-12-16 20:11:00,False,False,N/A,0,0,False
2025-12-16,20:09,00:43,Phu Quoc,PQC,Vietravel Airlines,VU302,3,25R,Landed,VN-A136,A320,passenger,N/A,N/A,20:09,43,N/A,2025-12-16 20:09:00,N/A,2025-12-16 20:09:00,False,False,N/A,0,0,False
2025-12-16,20:05,01:00,Da Nang,DAD,Vietnam Airlines,VN137,3,25R,Landed,VN-A603,A321,passenger,N/A,N/A,20:05,60,N/A,2025-12-16 20:05:00,N/A,2025-12-16 20:05:00,False,False,N/A,0,0,False
2025-12-16,20:04,04:22,Delhi,DEL,Air India,AI2388,2,25R,Landed,VT-EXH,A20N,passenger,N/A,N/A,20:04,262,N/A,2025-12-16 20:04:00,N/A,2025-12-16 20:04:00,False,False,N/A,0,0,False
2025-12-16,20:01,02:07,Hong Kong,HKG,Vietnam Airlines,VN595,2,25R,Landed,VN-A357,A321,passenger,N/A,N/A,20:01,127,N/A,2025-12-16 20:01:00,N/A,2025-12-16 20:01:00,False,False,N/A,0,0,False
2025-12-16,19:58,01:14,Dong Hoi,VDH,VietJet Air,VJ263,1,25R,Landed,VN-A546,A21N,passenger,N/A,N/A,19:58,74,N/A,2025-12-16 19:58:00,N/A,2025-12-16 19:58:00,False,False,N/A,0,0,False
2025-12-16,19:54,01:39,Hanoi,HAN,Vietnam Airlines,VN259,3,25R,Landed,VN-A872,B78X,passenger,N/A,N/A,19:54,99,N/A,2025-12-16 19:54:00,N/A,2025-12-16 19:54:00,False,False,N/A,0,0,False
2025-12-16,19:50,01:01,Hue,HUI,VietJet Air,VJ309,1,25R,Landed,VN-A537,A21N,passenger,N/A,N/A,19:50,61,N/A,2025-12-16 19:50:00,N/A,2025-12-16 19:50:00,False,False,N/A,0,0,False
2025-12-16,19:44,00:58,Da Nang,DAD,Bamboo Airways,QH171,3,25R,Landed,VN-A585,A321,passenger,N/A,N/A,19:44,58,N/A,2025-12-16 19:44:00,N/A,2025-12-16 19:44:00,False,False,N/A,0,0,False
2025-12-16,19:43,01:11,Bangkok,BKK,Thai Airways,TG556,2,25R,Landed,HS-TXQ,A320,passenger,N/A,N/A,19:43,71,N/A,2025-12-16 19:43:00,N/A,2025-12-16 19:43:00,False,False,N/A,0,0,False
2025-12-16,19:34,00:51,Siem Reap,SAI,FlyOne,K6828,2,25R,Landed,ER-00011,A320,passenger,N/A,N/A,19:34,51,N/A,2025-12-16 19:34:00,N/A,2025-12-16 19:34:00,False,False,N/A,0,0,False
2025-12-16,19:31,01:38,Singapore,SIN,FedEx,FX6067,0,25R,Landed,N121FE,B763,cargo,N/A,N/A,19:31,98,N/A,2025-12-16 19:31:00,N/A,2025-12-16 19:31:00,False,False,N/A,0,0,False
2025-12-16,19:29,01:34,Singapore,SIN,Vietnam Airlines,VN654,2,25R,Landed,VN-A325,A321,passenger,N/A,N/A,19:29,94,N/A,2025-12-16 19:29:00,N/A,2025-12-16 19:29:00,False,False,N/A,0,0,False
2025-12-16,19:24,01:37,Hanoi,HAN,Vietnam Airlines,VN257,3,25R,Landed,VN-A899,A359,passenger,N/A,N/A,19:24,97,N/A,2025-12-16 19:24:00,N/A,2025-12-16 19:24:00,False,False,N/A,0,0,False
2025-12-16,19:21,06:12,Dubai,DXB,Emirates,EK392,2,25R,Landed,A6-ENY,B77W,passenger,N/A,N/A,19:21,372,N/A,2025-12-16 19:21:00,N/A,2025-12-16 19:21:00,False,False,N/A,0,0,False
2025-12-16,19:18,00:45,Siem Reap,SAI,Vietnam Airlines,VN812,2,25R,Landed,VN-A324,A321,passenger,N/A,N/A,19:18,45,N/A,2025-12-16 19:18:00,N/A,2025-12-16 19:18:00,False,False,N/A,0,0,False
2025-12-16,19:15,01:42,Hanoi,HAN,VietJet Air,VJ163,1,25R,Landed,VN-A661,A321,passenger,N/A,N/A,19:15,102,N/A,2025-12-16 19:15:00,N/A,2025-12-16 19:15:00,False,False,N/A,0,0,False
2025-12-16,19:12,01:02,Hue,HUI,Vietnam Airlines,VN1375,3,25R,Landed,VN-A515,A20N,passenger,N/A,N/A,19:12,62,N/A,2025-12-16 19:12:00,N/A,2025-12-16 19:12:00,False,False,N/A,0,0,False
2025-12-16,19:09,00:59,Da Nang,DAD,VietJet Air,VJ639,1,25R,Landed,VN-A668,A320,passenger,N/A,N/A,19:09,59,N/A,2025-12-16 19:09:00,N/A,2025-12-16 19:09:00,False,False,N/A,0,0,False
2025-12-16,19:02,04:47,Seoul,ICN,Vietnam Airlines,VN409,2,25R,Landed,VN-A878,B78X,passenger,N/A,N/A,19:02,287,N/A,2025-12-16 19:02:00,N/A,2025-12-16 19:02:00,False,False,N/A,0,0,False
2025-12-16,18:59,01:52,Yangon,RGN,Myanmar Airways International,8M452,2,25R,Landed,XY-AGV,A319,passenger,N/A,N/A,18:59,112,N/A,2025-12-16 18:59:00,N/A,2025-12-16 18:59:00,False,False,N/A,0,0,False
2025-12-16,18:55,00:44,Qui Nhon,UIH,Bamboo Airways,QH1125,3,25R,Landed,JU-1410,A320,passenger,N/A,N/A,18:55,44,N/A,2025-12-16 18:55:00,N/A,2025-12-16 18:55:00,False,False,N/A,0,0,False
2025-12-16,18:50,01:02,Da Nang,DAD,Vietnam Airlines,VN135,3,25R,Landed,VN-A395,A321,passenger,N/A,N/A,18:50,62,N/A,2025-12-16 18:50:00,N/A,2025-12-16 18:50:00,False,False,N/A,0,0,False
2025-12-16,18:47,03:19,Denpasar,DPS,Vietnam Airlines,VN640,2,25R,Landed,VN-A396,A321,passenger,N/A,N/A,18:47,199,N/A,2025-12-16 18:47:00,N/A,2025-12-16 18:47:00,False,False,N/A,0,0,False
2025-12-16,18:44,01:47,Hanoi,HAN,VietJet Air,VJ199,1,25R,Landed,VN-A549,A21N,passenger,N/A,N/A,18:44,107,N/A,2025-12-16 18:44:00,N/A,2025-12-16 18:44:00,False,False,N/A,0,0,False
2025-12-16,18:41,01:40,Sao Vang,THD,VietJet Air,VJ253,1,25R,Landed,VN-A673,A321,passenger,N/A,N/A,18:41,100,N/A,2025-12-16 18:41:00,N/A,2025-12-16 18:41:00,False,False,N/A,0,0,False
2025-12-16,18:39,01:49,Hanoi,HAN,Bamboo Airways,QH255,3,25R,Landed,PK-BBK,B739,passenger,N/A,N/A,18:39,109,N/A,2025-12-16 18:39:00,N/A,2025-12-16 18:39:00,False,False,N/A,0,0,False
2025-12-16,18:36,03:17,Denpasar,DPS,VietJet Air,VJ898,2,25R,Landed,VN-A550,A21N,passenger,N/A,N/A,18:36,197,N/A,2025-12-16 18:36:00,N/A,2025-12-16 18:36:00,False,False,N/A,0,0,False
2025-12-16,18:33,01:34,Singapore,SIN,Singapore Airlines,SQ186,2,25R,Landed,9V-SCC,B78X,passenger,N/A,N/A,18:33,94,N/A,2025-12-16 18:33:00,N/A,2025-12-16 18:33:00,False,False,N/A,0,0,False
2025-12-16,18:30,02:13,Hong Kong,HKG,Cathay Pacific,CX799,2,25R,Landed,B-HLT,A333,passenger,N/A,N/A,18:30,133,N/A,2025-12-16 18:30:00,N/A,2025-12-16 18:30:00,False,False,N/A,0,0,False
2025-12-16,18:27,03:51,Shanghai,PVG,Vietnam Airlines,VN525,2,25R,Landed,VN-A870,B789,passenger,N/A,N/A,18:27,231,N/A,2025-12-16 18:27:00,N/A,2025-12-16 18:27:00,False,False,N/A,0,0,False
2025-12-16,18:26,01:38,Kuala Lumpur,KUL,Malaysia Airlines,MH766,2,25R,Landed,9M-MLM,B738,passenger,N/A,N/A,18:26,98,N/A,2025-12-16 18:26:00,N/A,2025-12-16 18:26:00,False,False,N/A,0,0,False
2025-12-16,18:22,01:49,Hanoi,HAN,Vietravel Airlines,VU779,3,25R,Landed,9H-MLW,A320,passenger,N/A,N/A,18:22,109,N/A,2025-12-16 18:22:00,N/A,2025-12-16 18:22:00,False,False,N/A,0,0,False
2025-12-16,18:21,01:50,Hanoi,HAN,VietJet Air,VJ195,1,25R,Landed,VN-A547,A21N,passenger,N/A,N/A,18:21,110,N/A,2025-12-16 18:21:00,N/A,2025-12-16 18:21:00,False,False,N/A,0,0,False
2025-12-16,18:18,01:45,Sao Vang,THD,Vietnam Airlines,VN1267,3,25R,Landed,VN-A331,A321,passenger,N/A,N/A,18:18,105,N/A,2025-12-16 18:18:00,N/A,2025-12-16 18:18:00,False,False,N/A,0,0,False
2025-12-16,18:16,02:49,Jakarta,CGK,Vietnam Airlines,VN630,2,25R,Landed,VN-A608,A321,passenger,N/A,N/A,18:16,169,N/A,2025-12-16 18:16:00,N/A,2025-12-16 18:16:00,False,False,N/A,0,0,False
2025-12-16,18:13,01:41,Haiphong,HPH,Vietnam Airlines,VN6441,3,25R,Landed,VN-A359,A321,passenger,N/A,N/A,18:13,101,N/A,2025-12-16 18:13:00,N/A,2025-12-16 18:13:00,False,False,N/A,0,0,False
2025-12-16,18:10,00:47,Phu Quoc,PQC,Vietnam Airlines,VN1828,3,25R,Landed,VN-A601,A321,passenger,N/A,N/A,18:10,47,N/A,2025-12-16 18:10:00,N/A,2025-12-16 18:10:00,False,False,N/A,0,0,False
2025-12-16,18:06,00:46,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1978,3,25R,Landed,VN-A282,A21N,passenger,N/A,N/A,18:06,46,N/A,2025-12-16 18:06:00,N/A,2025-12-16 18:06:00,False,False,N/A,0,0,False
2025-12-16,18:04,01:41,Singapore,SIN,VietJet Air,VJ814,2,25R,Landed,VN-A630,A321,passenger,N/A,N/A,18:04,101,N/A,2025-12-16 18:04:00,N/A,2025-12-16 18:04:00,False,False,N/A,0,0,False
2025-12-16,18:01,03:05,Taichung,RMQ,VietJet Air,VJ853,2,25R,Landed,VN-A677,A321,passenger,N/A,N/A,18:01,185,N/A,2025-12-16 18:01:00,N/A,2025-12-16 18:01:00,False,False,N/A,0,0,False
